"financial_summary_sales_id","actual_units","actual_amount","forcast_unit","forcast_amount","location_id","sales_class_id","report_begin_date_id","report_end_date_id"
2014120611,7065518,5606407.87,7151717,5674806.00,11,6,20141201,20141231
2014090612,5855792,4601164.08,6981392,5480088.00,12,6,20140901,20140930
2014010612,275031,219529.74,6981392,5480088.00,12,6,20140101,20140131
2014120612,7311124,5738913.42,6981392,5480088.00,12,6,20141201,20141231
2015010101,1919604,2941985.09,2687783,4133447.00,1,1,20150101,20150130
2015010102,210019,363542.89,2990780,4525705.00,2,1,20150101,20150130
2015010103,2805716,4324730.64,7646171,11813831.00,3,1,20150101,20150130
2015010104,1048442,1641440.80,1165250,1820563.00,4,1,20150101,20150130
2015010105,213435,340962.41,2668270,4144119.00,5,1,20150101,20150130
2015010106,1394014,2202263.32,3227739,5031785.00,6,1,20150101,20150130
2015010107,398317,649933.85,1828645,2770558.00,7,1,20150101,20150130
2015010108,276878,487859.04,4925629,7682095.00,8,1,20150101,20150130
2015010109,643006,983156.17,1727648,2647603.00,9,1,20150101,20150130
2015010110,757171,1224875.53,1805110,2889830.00,10,1,20150101,20150130
2015010111,102731,163434.75,1290514,1979498.00,11,1,20150101,20150130
2015010112,56064,88951.14,925654,1449570.00,12,1,20150101,20150130
2015010201,639957,1047865.59,5832504,8854366.00,1,2,20150101,20150130
2015010202,1510628,2379239.10,3281792,5135082.00,2,2,20150101,20150130
2015010203,165838,258325.85,2758109,4230707.00,3,2,20150101,20150130
2015010204,315170,485361.80,2932032,4562133.00,4,2,20150101,20150130
2015010205,52765,84424.00,2490267,3971204.00,5,2,20150101,20150130
2015010206,181469,315048.33,5007852,7823960.00,6,2,20150101,20150130
2015010207,646716,985207.15,4424873,6979909.00,7,2,20150101,20150130
2015010208,1136279,1690101.38,3400231,5124941.00,8,2,20150101,20150130
2015010209,203191,312914.14,2369655,3753286.00,9,2,20150101,20150130
2015010210,422788,651093.52,1701849,2663293.00,10,2,20150101,20150130
2015010211,735502,1107813.11,2913148,4572073.00,11,2,20150101,20150130
2015010212,712293,1102629.56,4551432,7035719.00,12,2,20150101,20150130
2015010301,1037971,809721.18,2273130,1763970.00,1,3,20150101,20150130
2015010302,318463,306902.79,4300789,3490568.00,2,3,20150101,20150130
2015010303,1333488,1057856.03,5895142,4521097.00,3,3,20150101,20150130
2015010304,794251,639530.91,3039524,2360960.00,4,3,20150101,20150130
2015030305,2269143,1733316.84,3097301,2377154.00,5,3,20150302,20150331
2015030306,598155,463077.01,552755,427929.00,6,3,20150302,20150331
2015030307,2706533,2100621.32,4473713,3448799.00,7,3,20150302,20150331
2015030308,3471078,2713953.46,4624368,3634999.00,8,3,20150302,20150331
2015030309,2296825,1739842.02,2715814,2045663.00,9,3,20150302,20150331
2015030310,3389977,2608989.48,4656485,3580732.00,10,3,20150302,20150331
2015030311,2985296,2340530.29,4041696,3145742.00,11,3,20150302,20150331
2015030312,2662662,2077441.80,3626225,2837285.00,12,3,20150302,20150331
2015030401,190976,171872.14,737495,627581.00,1,4,20150302,20150331
2015030402,2629110,1994942.51,4177542,3330111.00,2,4,20150302,20150331
2015030403,1866584,1458978.27,5617285,4406547.00,3,4,20150302,20150331
2015030404,1890863,1445836.51,1897859,1451186.00,4,4,20150302,20150331
2015030405,1634358,1257768.57,2790415,2198263.00,5,4,20150302,20150331
2015030406,3989902,3040040.33,4474627,3416565.00,6,4,20150302,20150331
2015030407,883634,708215.92,1972964,1540918.00,7,4,20150302,20150331
2015030408,4460969,3431681.62,6103443,4703484.00,8,4,20150302,20150331
2015030409,2521289,1898673.60,3084235,2372398.00,9,4,20150302,20150331
2015030410,2165110,1716556.16,2540268,2008981.00,10,4,20150302,20150331
2015030411,3078259,2463785.55,3479343,2775116.00,11,4,20150302,20150331
2015030412,3538821,2750688.93,3562177,2768843.00,12,4,20150302,20150331
2015030501,1625232,1277462.23,2897090,2261998.00,1,5,20150302,20150331
2015030502,3620841,2879804.61,3401780,2705576.00,2,5,20150302,20150331
2015030503,1706151,1354416.30,2740237,2129320.00,3,5,20150302,20150331
2015030504,785585,607342.03,822350,635766.00,4,5,20150302,20150331
2015030505,3269483,2507361.47,3880610,3035142.00,5,5,20150302,20150331
2015030506,3451870,2698879.56,3495997,2737530.00,6,5,20150302,20150331
2015030507,2337968,1778882.50,2882596,2209914.00,7,5,20150302,20150331
2015030508,4567646,3469776.25,6796467,5266153.00,8,5,20150302,20150331
2015030509,2830192,2152970.85,8110831,6275196.00,9,5,20150302,20150331
2015030510,2388096,1804611.68,2408394,1819951.00,10,5,20150302,20150331
2015030511,2177587,1692821.11,3224198,2510376.00,11,5,20150302,20150331
2015030512,860457,654189.47,2341161,1758494.00,12,5,20150302,20150331
2015030601,1475701,1111056.07,2365584,1780375.00,1,6,20150302,20150331
2015030602,2223058,1716883.19,2894616,2243174.00,2,6,20150302,20150331
2015030603,3857805,2937578.41,6131683,4715110.00,3,6,20150302,20150331
2015030604,828966,641122.30,1224488,947934.00,4,6,20150302,20150331
2015030606,1061708,868071.95,2604057,2014066.00,6,6,20150302,20150331
2015030607,1400852,1077153.79,2519078,1923387.00,7,6,20150302,20150331
2015030609,3342350,2549958.96,4426483,3379747.00,9,6,20150302,20150331
2015030610,1369677,1079625.81,2267884,1752764.00,10,6,20150302,20150331
2015030611,1583725,1188008.64,2406575,1829255.00,11,6,20150302,20150331
2015030612,2447903,1821624.97,2865033,2160501.00,12,6,20150302,20150331
2015040101,2433559,3727822.02,2687783,4133447.00,1,1,20150401,20150430
2015040102,1374540,2155355.97,2990780,4525705.00,2,1,20150401,20150430
2015040103,5883724,9078360.72,7646171,11813831.00,3,1,20150401,20150430
2015040104,1262460,1972441.04,1165250,1820563.00,4,1,20150401,20150430
2015040105,2564658,3983197.67,2668270,4144119.00,5,1,20150401,20150430
2015040106,2628451,4126510.13,3227739,5031785.00,6,1,20150401,20150430
2015040107,1812334,2745845.68,1828645,2770558.00,7,1,20150401,20150430
2015040108,4946901,7715270.77,4925629,7682095.00,8,1,20150401,20150430
2015040109,1655024,2535251.59,1727648,2647603.00,9,1,20150401,20150430
2015040110,1721612,2756156.66,1805110,2889830.00,10,1,20150401,20150430
2015040111,1052824,1609184.49,1290514,1979498.00,11,1,20150401,20150430
2015040112,707292,1106494.89,925654,1449570.00,12,1,20150401,20150430
2015040201,4988698,7561381.71,5832504,8854366.00,1,2,20150401,20150430
2015040202,3333800,5216458.93,3281792,5135082.00,2,2,20150401,20150430
2015040203,2084617,3176205.50,2758109,4230707.00,3,2,20150401,20150430
2015040204,2994620,4659516.81,2932032,4562133.00,4,2,20150401,20150430
2015040205,1129759,1728945.25,2490267,3971204.00,5,2,20150401,20150430
2015040206,3142901,4938326.97,5007852,7823960.00,6,2,20150401,20150430
2015040207,4423328,6994676.06,4424873,6979909.00,7,2,20150401,20150430
2015040208,2559772,3845476.99,3400231,5124941.00,8,2,20150401,20150430
2015040209,2589145,4096013.64,2369655,3753286.00,9,2,20150401,20150430
2015040210,1567225,2452613.10,1701849,2663293.00,10,2,20150401,20150430
2015040211,2651805,4151204.46,2913148,4572073.00,11,2,20150401,20150430
2015040212,2647821,4092721.85,4551432,7035719.00,12,2,20150401,20150430
2015040301,2525700,1959966.23,2273130,1763970.00,1,3,20150401,20150430
2015040302,3042178,2470924.92,4300789,3490568.00,2,3,20150401,20150430
2015040303,6312991,4838762.54,5895142,4521097.00,3,3,20150401,20150430
2015040304,1753521,1381355.09,3039524,2360960.00,4,3,20150401,20150430
2015040305,2899116,2214364.22,3097301,2377154.00,5,3,20150401,20150430
2015040306,598155,463077.01,552755,427929.00,6,3,20150401,20150430
2015040307,4509715,3471039.64,4473713,3448799.00,7,3,20150401,20150430
2015040308,3970502,3143757.75,4624368,3634999.00,8,3,20150401,20150430
2015040309,2369943,1793218.16,2715814,2045663.00,9,3,20150401,20150430
2015040310,3389977,2608989.48,4656485,3580732.00,10,3,20150401,20150430
2015040311,3683943,2870523.90,4041696,3145742.00,11,3,20150401,20150430
2015040312,3379578,2636636.28,3626225,2837285.00,12,3,20150401,20150430
2015040401,714905,608357.39,737495,627581.00,1,4,20150401,20150430
2015040402,3208143,2457416.17,4177542,3330111.00,2,4,20150401,20150430
2015040403,3751449,2925780.21,5617285,4406547.00,3,4,20150401,20150430
2015040404,1890863,1445836.51,1897859,1451186.00,4,4,20150401,20150430
2015040405,2704658,2114864.81,2790415,2198263.00,5,4,20150401,20150430
2015040406,3989902,3040040.33,4474627,3416565.00,6,4,20150401,20150430
2015040407,1419835,1126935.28,1972964,1540918.00,7,4,20150401,20150430
2015040408,5202717,4016030.69,6103443,4703484.00,8,4,20150401,20150430
2015040409,3307136,2543853.99,3084235,2372398.00,9,4,20150401,20150430
2015040410,2534692,2004571.41,2540268,2008981.00,10,4,20150401,20150430
2015040411,3799481,3039032.22,3479343,2775116.00,11,4,20150401,20150430
2015040412,3538821,2750688.93,3562177,2768843.00,12,4,20150401,20150430
2015040501,2827682,2203709.47,2897090,2261998.00,1,5,20150401,20150430
2015040502,3620841,2879804.61,3401780,2705576.00,2,5,20150401,20150430
2015040503,2652698,2061297.60,2740237,2129320.00,3,5,20150401,20150430
2015040504,785585,607342.03,822350,635766.00,4,5,20150401,20150430
2015040505,3752645,2935056.47,3880610,3035142.00,5,5,20150401,20150430
2015040506,3500198,2740818.60,3495997,2737530.00,6,5,20150401,20150430
2015040507,2811758,2147017.33,2882596,2209914.00,7,5,20150401,20150430
2015040508,5783700,4482019.60,6796467,5266153.00,8,5,20150401,20150430
2015040509,5202887,4056821.32,8110831,6275196.00,9,5,20150401,20150430
2015040510,2388096,1804611.68,2408394,1819951.00,10,5,20150401,20150430
2015040511,2503118,1943479.98,3224198,2510376.00,11,5,20150401,20150430
2015040601,2159562,1625319.54,2365584,1780375.00,1,6,20150401,20150430
2015040602,2285580,1773090.47,2894616,2243174.00,2,6,20150401,20150430
2015040604,1190446,914039.70,1224488,947934.00,4,6,20150401,20150430
2015040605,968921,833478.94,1351876,1109469.00,5,6,20150401,20150430
2015040606,1191192,972733.87,2604057,2014066.00,6,6,20150401,20150430
2015040607,1524893,1196357.19,2519078,1923387.00,7,6,20150401,20150430
2015040608,1200734,975309.05,1674494,1347480.00,8,6,20150401,20150430
2015040609,4121707,3147491.97,4426483,3379747.00,9,6,20150401,20150430
2015040610,1816638,1410689.82,2267884,1752764.00,10,6,20150401,20150430
2015040612,2914339,2180780.69,2865033,2160501.00,12,6,20150401,20150430
2015050101,2781521,4277601.98,2687783,4133447.00,1,1,20150501,20150529
2015050102,2096939,3235198.00,2990780,4525705.00,2,1,20150501,20150529
2015050103,6646566,10303256.12,7646171,11813831.00,3,1,20150501,20150529
2015050104,1262460,1972441.04,1165250,1820563.00,4,1,20150501,20150529
2015050105,2564658,3983197.67,2668270,4144119.00,5,1,20150501,20150529
2015050106,3120096,4863977.63,3227739,5031785.00,6,1,20150501,20150529
2015050107,1812334,2745845.68,1828645,2770558.00,7,1,20150501,20150529
2015050108,4946901,7715270.77,4925629,7682095.00,8,1,20150501,20150529
2015050109,1795519,2751613.89,1727648,2647603.00,9,1,20150501,20150529
2015050110,1721612,2756156.66,1805110,2889830.00,10,1,20150501,20150529
2015050111,1176940,1805287.77,1290514,1979498.00,11,1,20150501,20150529
2015050112,807005,1263044.30,925654,1449570.00,12,1,20150501,20150529
2015050201,5048055,7653385.06,5832504,8854366.00,1,2,20150501,20150529
2015050202,3333800,5216458.93,3281792,5135082.00,2,2,20150501,20150529
2015050203,2313739,3535697.92,2758109,4230707.00,3,2,20150501,20150529
2015050204,2994620,4659516.81,2932032,4562133.00,4,2,20150501,20150529
2015050205,2118513,3384218.32,2490267,3971204.00,5,2,20150501,20150529
2015050206,4068833,6325836.07,5007852,7823960.00,6,2,20150501,20150529
2013090603,2486111,1898748.04,3808247,2917368.00,3,6,20130902,20130930
2013090604,4172553,3210807.51,5070285,3892138.00,4,6,20130902,20130930
2013090605,2566488,2009302.52,3265116,2522140.00,5,6,20130902,20130930
2013090606,3344401,2676658.31,7328728,5821472.00,6,6,20130902,20130930
2013090607,4779830,3630913.07,6467513,4917728.00,7,6,20130902,20130930
2013090608,2620219,1961923.23,4077739,3145654.00,8,6,20130902,20130930
2013090610,2857967,2218413.59,3611193,2803758.00,10,6,20130902,20130930
2013090611,3269330,2554156.64,4533192,3543106.00,11,6,20130902,20130930
2013100101,1360097,2194712.51,1709965,2758270.00,1,1,20131001,20131031
2013100102,3427041,5293604.37,5301457,8218107.00,2,1,20131001,20131031
2013100103,2460793,3754609.04,3860866,5939149.00,3,1,20131001,20131031
2013100104,4696031,7281897.34,6951781,10859742.00,4,1,20131001,20131031
2013100105,5347348,8367444.12,5870068,9177359.00,5,1,20131001,20131031
2013100106,2877437,4462810.16,5889509,9150808.00,6,1,20131001,20131031
2013100107,6650778,10183604.17,7005277,10739907.00,7,1,20131001,20131031
2013100108,2304217,3561439.90,3115568,4794686.00,8,1,20131001,20131031
2013100109,6516877,10293371.15,6545374,10335773.00,9,1,20131001,20131031
2013100110,3273702,4994465.21,4207046,6427699.00,10,1,20131001,20131031
2013100111,2897941,4641106.10,4552831,7311378.00,11,1,20131001,20131031
2013100112,3838573,5978158.83,6265281,9724553.00,12,1,20131001,20131031
2013100201,4189690,6503576.63,4565505,7086947.00,1,2,20131001,20131031
2013100202,4426815,6725206.56,4871195,7441939.00,2,2,20131001,20131031
2013100203,3446959,5325464.22,5554086,8604424.00,3,2,20131001,20131031
2013100204,1347366,2056429.25,1319206,2013450.00,4,2,20131001,20131031
2013100205,2180188,3261791.21,5351238,8108052.00,5,2,20131001,20131031
2013100206,4488591,6878096.80,7496807,11673500.00,6,2,20131001,20131031
2013100207,2298264,3819204.10,2415774,3990412.00,7,2,20131001,20131031
2013100208,1393886,2313147.10,4154011,6459281.00,8,2,20131001,20131031
2013100209,2898372,4543573.53,2791242,4384611.00,9,2,20131001,20131031
2013100210,6148515,9430376.52,7251607,11159135.00,10,2,20131001,20131031
2013100211,6838585,10291847.13,7393708,11179189.00,11,2,20131001,20131031
2013100212,4100694,6370209.98,6270185,9629158.00,12,2,20131001,20131031
2013100301,4710788,3664111.41,5344740,4183001.00,1,3,20131001,20131031
2013100302,2854520,2267038.64,5487529,4265380.00,2,3,20131001,20131031
2013100303,3733571,2798825.37,4470128,3408678.00,3,3,20131001,20131031
2013100304,3946097,3067778.61,5558755,4319693.00,4,3,20131001,20131031
2013100305,3189378,2510994.60,3835293,3068232.00,5,3,20131001,20131031
2013100306,8660687,6684575.97,10099741,7805300.00,6,3,20131001,20131031
2013100307,2454213,1925554.56,3129228,2421225.00,7,3,20131001,20131031
2013100308,4495845,3450222.46,6486451,4976101.00,8,3,20131001,20131031
2013100309,3319337,2564354.13,5689779,4373351.00,9,3,20131001,20131031
2013100310,3002846,2294270.50,4638597,3559332.00,10,3,20131001,20131031
2013100311,4540534,3530436.44,5313783,4142504.00,11,3,20131001,20131031
2013100312,5886701,4548201.60,7341309,5649562.00,12,3,20131001,20131031
2013100401,6009314,4774583.71,7038910,5560775.00,1,4,20131001,20131031
2013100402,2140632,1626326.92,2359285,1789248.00,2,4,20131001,20131031
2013100403,4370352,3374018.62,6347920,4879040.00,3,4,20131001,20131031
2013100404,3094963,2437274.91,4875789,3805438.00,4,4,20131001,20131031
2013100405,6015349,4607945.60,7421677,5671439.00,5,4,20131001,20131031
2013100406,4204292,3254001.67,5955354,4576277.00,6,4,20131001,20131031
2013100407,2354752,1781103.55,2889424,2194745.00,7,4,20131001,20131031
2013100408,3596886,2748076.65,4334219,3333374.00,8,4,20131001,20131031
2013100409,3851167,2945695.89,7192715,5501995.00,9,4,20131001,20131031
2013100410,4813878,3723111.31,5242029,4050051.00,10,4,20131001,20131031
2013100411,3851385,2981861.88,3906687,2995386.00,11,4,20131001,20131031
2013100412,4903223,3686349.22,6540885,4962028.00,12,4,20131001,20131031
2013100501,2756980,2164430.91,3468966,2708133.00,1,5,20131001,20131031
2013100502,4662331,3726964.34,6871650,5410155.00,2,5,20131001,20131031
2013100503,6375063,4900385.43,8650145,6626939.00,3,5,20131001,20131031
2013100504,5468359,4195778.81,8429880,6409808.00,4,5,20131001,20131031
2013100505,3289622,2548638.91,4969901,3835791.00,5,5,20131001,20131031
2013100506,5513958,4223435.44,8211561,6409257.00,6,5,20131001,20131031
2013100507,4526652,3513364.29,6653585,5114754.00,7,5,20131001,20131031
2013100508,4872787,3771052.22,7588470,5887910.00,8,5,20131001,20131031
2013100509,5965419,4576212.27,9995591,7688093.00,9,5,20131001,20131031
2013100510,6301646,4933804.48,7373247,5757099.00,10,5,20131001,20131031
2013100511,4370646,3426883.28,7118556,5566559.00,11,5,20131001,20131031
2013100601,1342535,1055340.41,4764948,3659642.00,1,6,20131001,20131031
2013100602,9011051,6907200.23,12430736,9503032.00,2,6,20131001,20131031
2013100603,2572411,1966062.04,3808247,2917368.00,3,6,20131001,20131031
2013100605,2566488,2009302.52,3265116,2522140.00,5,6,20131001,20131031
2013100606,3733985,2985442.59,7328728,5821472.00,6,6,20131001,20131031
2013100608,3326528,2566382.47,4077739,3145654.00,8,6,20131001,20131031
2013100609,4495493,3459992.38,4682955,3604274.00,9,6,20131001,20131031
2013100610,2948557,2291519.72,3611193,2803758.00,10,6,20131001,20131031
2013100611,3965205,3093807.70,4533192,3543106.00,11,6,20131001,20131031
2013100612,4454971,3607538.71,4404228,3562983.00,12,6,20131001,20131031
2013110101,1697864,2746860.22,1709965,2758270.00,1,1,20131101,20131129
2013110102,4611323,7128649.33,5301457,8218107.00,2,1,20131101,20131129
2013110103,2556464,3928558.05,3860866,5939149.00,3,1,20131101,20131129
2013110104,5500146,8522083.90,6951781,10859742.00,4,1,20131101,20131129
2013110105,5347348,8367444.12,5870068,9177359.00,5,1,20131101,20131129
2013110106,4151541,6378680.34,5889509,9150808.00,6,1,20131101,20131129
2013110107,6650778,10183604.17,7005277,10739907.00,7,1,20131101,20131129
2013110108,2304217,3561439.90,3115568,4794686.00,8,1,20131101,20131129
2013110109,6802509,10741813.39,6545374,10335773.00,9,1,20131101,20131129
2013110110,3530046,5400027.05,4207046,6427699.00,10,1,20131101,20131129
2013110111,3807840,6150082.60,4552831,7311378.00,11,1,20131101,20131129
2013110112,5356370,8333324.43,6265281,9724553.00,12,1,20131101,20131129
2013110201,4189690,6503576.63,4565505,7086947.00,1,2,20131101,20131129
2013110202,4526338,6898137.72,4871195,7441939.00,2,2,20131101,20131129
2013110203,4677220,7174177.42,5554086,8604424.00,3,2,20131101,20131129
2013110204,1347366,2056429.25,1319206,2013450.00,4,2,20131101,20131129
2013110205,3117925,4703561.85,5351238,8108052.00,5,2,20131101,20131129
2013110206,5933672,9166671.58,7496807,11673500.00,6,2,20131101,20131129
2013110207,2298264,3819204.10,2415774,3990412.00,7,2,20131101,20131129
2013110208,2014538,3234815.32,4154011,6459281.00,8,2,20131101,20131129
2013110209,3077963,4827327.31,2791242,4384611.00,9,2,20131101,20131129
2013110210,6677970,10276392.66,7251607,11159135.00,10,2,20131101,20131129
2013110211,7334903,11070173.02,7393708,11179189.00,11,2,20131101,20131129
2013110212,5291839,8169315.39,6270185,9629158.00,12,2,20131101,20131129
2013110301,5194427,4048942.96,5344740,4183001.00,1,3,20131101,20131129
2013110302,3955243,3110082.39,5487529,4265380.00,2,3,20131101,20131129
2013110303,4599257,3494144.37,4470128,3408678.00,3,3,20131101,20131129
2013110304,4038176,3136837.86,5558755,4319693.00,4,3,20131101,20131129
2013110305,4234511,3371452.60,3835293,3068232.00,5,3,20131101,20131129
2013110306,9805039,7568015.71,10099741,7805300.00,6,3,20131101,20131129
2013110307,3066026,2378296.18,3129228,2421225.00,7,3,20131101,20131129
2013110308,5103441,3918192.90,6486451,4976101.00,8,3,20131101,20131129
2013110309,5046228,3876100.53,5689779,4373351.00,9,3,20131101,20131129
2013110310,3984411,3040358.06,4638597,3559332.00,10,3,20131101,20131129
2013110311,4540534,3530436.44,5313783,4142504.00,11,3,20131101,20131129
2013110312,6323032,4870868.37,7341309,5649562.00,12,3,20131101,20131129
2013110401,6058043,4813591.27,7038910,5560775.00,1,4,20131101,20131129
2013110402,2140632,1626326.92,2359285,1789248.00,2,4,20131101,20131129
2013110403,5752835,4426917.67,6347920,4879040.00,3,4,20131101,20131129
2013110404,4031890,3156272.69,4875789,3805438.00,4,4,20131101,20131129
2013110405,6090905,4664612.60,7421677,5671439.00,5,4,20131101,20131129
2013110406,4674058,3608299.19,5955354,4576277.00,6,4,20131101,20131129
2013110407,2354752,1781103.55,2889424,2194745.00,7,4,20131101,20131129
2013110408,3949222,3028888.44,4334219,3333374.00,8,4,20131101,20131129
2013110409,5857428,4490115.61,7192715,5501995.00,9,4,20131101,20131129
2013110410,5044987,3896443.06,5242029,4050051.00,10,4,20131101,20131129
2015070107,1812334,2745845.68,1828645,2770558.00,7,1,20150701,20150731
2015070108,4946901,7715270.77,4925629,7682095.00,8,1,20150701,20150731
2015070109,1795519,2751613.89,1727648,2647603.00,9,1,20150701,20150731
2015070110,1721612,2756156.66,1805110,2889830.00,10,1,20150701,20150731
2015070111,1176940,1805287.77,1290514,1979498.00,11,1,20150701,20150731
